street_name,council_name,green_frequency,green_next,landfill_frequency,landfill_next,recycle_frequency,recycle_next
Limpet Circuit,Point Lonsdale,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Parma Crescent,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Stafford Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Madeley Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Casino Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Tailor Close,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Southport Lane,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Tuckfield Road Service Road,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Tuckfield Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Westbury Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Benjamin Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Fisher Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Chelsea Avenue,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Callistemon Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Star Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Mann Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Bell Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Kalinga Road,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Beeches Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
John Dory Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Blackwell Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Canopus Road,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Off Canopus Road,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Northcote Road,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Wyatt Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Henley Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Coorong Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Cuttle Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Watkin Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Wallington Road,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Wallington Road Service Road,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Miriam Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Raven Close,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Arlington Crescent,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Shell Road,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Shell Road Service Road,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Stringybark Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Carinae Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Kingfish Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Kurrajong Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Cuthbertson Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Sunset Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Crane Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Wallington Road,Wallington,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Wilkinson Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Finch Close,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Vanessa Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Bramwell Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Lorikeet Close,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Breaker Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Lake Avenue,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Jabiru Close,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Platypus Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Young Avenue,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Lowe Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Melanie Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Sheoak Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Yarram Creek Lane,Swan Bay,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Sandpiper Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Fernleigh Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Teatree Close,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Petras Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Ashcombe Lane,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Gumnut Close,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Valda Crescent,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Lyrebird Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Belvedere Terrace,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Dubourg Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Riviera Crescent,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Parkview Avenue,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Beresford Close,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Acacia Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Kestrel Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Tarnalla Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Lakeside Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Heath Close,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Hilda Avenue,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Coralpoint Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Holyhead Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Ketch Lane,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Phoenix Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Rayville Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Blackwood Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Mirrabooka Lane,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Roslyn Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Capri Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Biami Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Garden Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Azure Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Greyhound Alley,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Joanna Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Lizzie Lane,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Ontario Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Pipeline Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Speculant Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Valley Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Woodcrest Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Splendour Walk Basin,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Pearl Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Connewarre Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Montague Way,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Fraser Crescent,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Trethowan Avenue,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Millwood Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Rosella Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Seagull Grove,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Coolamon Close,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Mermaid Avenue,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Christopher Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Blue Waters Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Ashwood Close,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Foam Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Waterhen Close,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Kelly Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Elva Road,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Kingston Downs Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Creswell Road,Marcus Hill,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Bulga Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Lake View Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Spray Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Surfers Avenue,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Wiltons Road,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Richard Avenue,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Edgewood Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Tareeda Way,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Thacker Street,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Westleigh Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Driftwood Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Saltaire Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Seawind Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Brushwood Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Highgrove Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Cruickshank Avenue,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Hillson Grove,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Warrumbungle Close,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Winklers Lane,Armstrong Creek,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Adco Grove,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Currango Way,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Gypsy Court,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Daintree  Way,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Walyunga Mews,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Alderbrook Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Glenwood Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Arlia Mews,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Ocean Grand Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Fernwood Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Glenhaven Mews,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Sykes Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Evergreen Circuit,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Sylvan Lane,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bungara Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Belongil Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Goandra Drive,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bordeaux Court,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bush Place,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Maldon Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Smithton Grove,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Pinoak Court,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Lynwood Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Yellow Gum Drive,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Heggies Lane,Marcus Hill,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Mahogany Lane,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Lilly Pilly Mews,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Greenview Rise,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Aldersyde Court,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Conran Drive,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Milborne Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Lincoln Way,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Woodlands Drive,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Holburn Rise,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Fontaine Court,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Everist Road,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Shaws Lane,Connewarre,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Shorebreak Way,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Penleigh Crescent,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Belle Vue Drive,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Ambleside Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Boxwood Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Marine Parade,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Allanwood Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Lightwood Grove,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Allanby Way,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Normandy Crescent,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Seascape Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Oakdean Boulevard,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Baradine Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
West Veiw Grove,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Sinclair Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Coastal Bvd,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Inglewood Lane,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Cantal Court,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
June Court,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Rosewood Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Latrobe Street,Marcus Hill,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Alfred Court,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Greendale Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Cluney Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Limestone Way,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Ripview Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Roebourne Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Charlemont Court,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mowbray Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Amberwood Way,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Duneview Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Boulevarde Court,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Wetland Way,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Hocking Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Dalkeith Crescent,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Curzon Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Wattleside Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Knights Road,Swan Bay,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Knights Road,Point Lonsdale,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Heathwood Way,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Belchers Lane,Connewarre,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Blue Mallee Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Redwood Place,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Charlemont Road,Armstrong Creek,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Markham Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Chateau Court,Ocean Grove,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Staceys Road,Connewarre,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Silverwood Parade,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Janelle Way,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Parkside Boulevard,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Shelburn Way,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Ironwood Court,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Activity Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Goodwell Drive,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Hartwell Street,Ocean Grove,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Abanel Street,Mount Duneed,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Madeira Street,Armstrong Creek,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
